director_name,actor_2_name,gross,genres_x,actor_1_name,movie_title,budget_x,imdb_score,budget_y,genres_y,id,imdb_id,original_language,original_title,revenue
Kevin Bray,Ashley Scott,45860039.0,Action|Crime,Dwayne Johnson,Walking Tall,56000000.0,6.2,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",25473,tt0070895,en,Walking Tall,0.0
Robert Zemeckis,Siobhan Fallon Hogan,329691196.0,Comedy|Drama,Tom Hanks,Forrest Gump,55000000.0,8.8,55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",13,tt0109830,en,Forrest Gump,677945399.0
Tim Hill,Beth Riesgraf,217326336.0,Animation|Comedy|Family|Fantasy|Music,Jesse McCartney,Alvin and the Chipmunks,60000000.0,5.2,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]",6477,tt0952640,en,Alvin and the Chipmunks,361366633.0
Jay Roach,Blythe Danner,166225040.0,Comedy,Robert De Niro,Meet the Parents,55000000.0,7.0,55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1597,tt0212338,en,Meet the Parents,330444045.0
Mike Gabriel,Frank Welker,141600000.0,Adventure|Animation|Drama|Family|History|Musical|Romance,Christian Bale,Pocahontas,55000000.0,6.6,55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",10530,tt0114148,en,Pocahontas,346079773.0
Richard Donner,Margot Kidder,134218018.0,Action|Adventure|Drama|Romance|Sci-Fi,Marlon Brando,Superman,55000000.0,7.3,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",1924,tt0078346,en,Superman,300218018.0
Richard Donner,Margot Kidder,134218018.0,Action|Adventure|Drama|Romance|Sci-Fi,Marlon Brando,Superman,55000000.0,7.3,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",126712,tt0040852,en,Superman,0.0
Tom Shadyac,James Coburn,128769345.0,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,The Nutty Professor,54000000.0,5.6,54000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",9327,tt0117218,en,The Nutty Professor,128769345.0
Tom Shadyac,James Coburn,128769345.0,Comedy|Romance|Sci-Fi,Jada Pinkett Smith,The Nutty Professor,54000000.0,5.6,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",18331,tt0057372,en,The Nutty Professor,0.0
Andy Tennant,Michael Rapaport,177575142.0,Comedy|Romance,Will Smith,Hitch,70000000.0,6.6,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",8488,tt0386588,en,Hitch,368100420.0
Sam Weisman,Abraham Benrubi,105263257.0,Action|Adventure|Comedy|Family|Romance,Brendan Fraser,George of the Jungle,55000000.0,5.4,55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",10603,tt0119190,en,George of the Jungle,0.0
Jesse Dylan,Thomas Ian Nicholas,104354205.0,Comedy|Romance,Alyson Hannigan,American Wedding,55000000.0,6.3,55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",8273,tt0328828,en,American Wedding,231449203.0
Paul Greengrass,Chris Mulkey,107100855.0,Biography|Drama|Thriller,Tom Hanks,Captain Phillips,55000000.0,7.9,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",109424,tt1535109,en,Captain Phillips,95000000.0
Shawn Levy,James Franco,98711404.0,Comedy|Crime|Romance|Thriller,Mila Kunis,Date Night,55000000.0,6.3,55000000,"[{'id': 35, 'name': 'Comedy'}]",35056,tt1279935,en,Date Night,152263880.0
Brad Silberling,Fred Rogers,100328194.0,Comedy|Family|Fantasy,Eric Idle,Casper,50000000.0,6.0,50000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",8839,tt0112642,en,Casper,287928194.0
Antoine Fuqua,Chloë Grace Moretz,101530738.0,Action|Crime|Thriller,Denzel Washington,The Equalizer,55000000.0,7.2,55000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",156022,tt0455944,en,The Equalizer,192330738.0
Wayne Wang,Frances Conroy,93815117.0,Comedy|Drama|Romance,Bob Hoskins,Maid in Manhattan,55000000.0,5.1,55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",7303,tt0252076,en,Maid in Manhattan,154906693.0
Tony Scott,Viggo Mortensen,91400000.0,Action|Drama|Thriller|War,Denzel Washington,Crimson Tide,53000000.0,7.3,53000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",8963,tt0112740,en,Crimson Tide,157387195.0
Gabriele Muccino,Kurt Fuller,162586036.0,Biography|Drama,Will Smith,The Pursuit of Happyness,55000000.0,8.0,55000000,"[{'id': 18, 'name': 'Drama'}]",1402,tt0454921,en,The Pursuit of Happyness,307077295.0
Robert Schwentke,Michael Irby,89706988.0,Drama|Mystery|Thriller,Erika Christensen,Flightplan,55000000.0,6.2,55000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",9315,tt0408790,en,Flightplan,223387299.0
Barry Levinson,Dylan Baker,83000000.0,Drama|Thriller,Demi Moore,Disclosure,55000000.0,6.0,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",8984,tt0109635,en,Disclosure,214015089.0
Brad Silberling,Andre Braugher,78745923.0,Drama|Fantasy|Romance,Nicolas Cage,City of Angels,55000000.0,6.7,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",795,tt0120632,en,City of Angels,198685114.0
Quentin Tarantino,Vivica A. Fox,70098138.0,Action,David Carradine,Kill Bill: Vol. 1,30000000.0,8.1,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",24,tt0266697,en,Kill Bill: Vol. 1,180949000.0
Frank Oz,Adam Alexi-Malle,66365290.0,Comedy,Robert Downey Jr.,Bowfinger,55000000.0,6.4,55000000,"[{'id': 35, 'name': 'Comedy'}]",11353,tt0131325,en,Bowfinger,0.0
Quentin Tarantino,Michael Parks,66207920.0,Action|Crime|Drama|Thriller,Vivica A. Fox,Kill Bill: Vol. 2,30000000.0,8.0,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",393,tt0378194,en,Kill Bill: Vol. 2,152159461.0
Andrey Konchalovskiy,Jack Palance,63408614.0,Action|Comedy|Crime|Thriller,Sylvester Stallone,Tango & Cash,55000000.0,6.3,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",9618,tt0098439,en,Tango & Cash,63408614.0
Robert Zemeckis,Meryl Streep,58422650.0,Comedy|Fantasy|Horror,Bruce Willis,Death Becomes Her,55000000.0,6.4,55000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",9374,tt0104070,en,Death Becomes Her,149022650.0
Tom Dey,Jason Connery,56932305.0,Action|Adventure|Comedy|Western,Xander Berkeley,Shanghai Noon,55000000.0,6.6,55000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",8584,tt0184894,en,Shanghai Noon,56932305.0
Stuart Baird,Joe Morton,68750000.0,Action|Adventure|Thriller,Oliver Platt,Executive Decision,55000000.0,6.4,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2320,tt0116253,en,Executive Decision,121969216.0
Mark Waters,Ophelia Lovibond,68218041.0,Comedy|Family|Fantasy,Madeline Carroll,Mr. Popper's Penguins,55000000.0,6.0,55000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",58224,tt1396218,en,Mr. Popper's Penguins,187361754.0
Rob Minkoff,Thomas McDonell,25040293.0,Action|Adventure|Fantasy,Jet Li,The Forbidden Kingdom,55000000.0,6.6,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",1729,tt0865556,en,The Forbidden Kingdom,127906624.0
Jimmy Hayward,Carlos Ponce,55747724.0,Adventure|Animation|Comedy|Family,Amy Poehler,Free Birds,55000000.0,5.9,55000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",175574,tt1621039,en,Free Birds,110000000.0
Alan Parker,Jimmy Nail,49994804.0,Biography|Drama|History|Musical,Andrea Corr,Evita,55000000.0,6.3,55000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",8818,tt0116250,en,Evita,141047179.0
John Frankenheimer,Natascha McElhone,41609593.0,Action|Adventure|Crime|Thriller,Robert De Niro,Ronin,55000000.0,7.3,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}]",8195,tt0122690,en,Ronin,41610884.0
Stephen Hopkins,Bernard Hill,38553833.0,Adventure|Drama|Horror|Thriller,Tom Wilkinson,The Ghost and the Darkness,55000000.0,6.8,50000000,"[{'id': 12, 'name': 'Adventure'}]",10586,tt0116409,en,The Ghost and the Darkness,75000000.0
Paul King,Matt Lucas,76137505.0,Animation|Comedy|Family|Fantasy,Julie Walters,Paddington,55000000.0,7.2,55000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",116149,tt1109624,en,Paddington,259207227.0
Akiva Schaffer,Nicholas Braun,34350553.0,Action|Comedy|Sci-Fi,Will Forte,The Watch,68000000.0,5.7,68000000,"[{'id': 35, 'name': 'Comedy'}]",80035,tt1298649,en,The Watch,68267862.0
Akiva Schaffer,Nicholas Braun,34350553.0,Action|Comedy|Sci-Fi,Will Forte,The Watch,68000000.0,5.7,68000000,"[{'id': 35, 'name': 'Comedy'}]",80035,tt1298649,en,The Watch,68267862.0
William Friedkin,Jenna Boyd,34238611.0,Action|Crime|Drama|Thriller,Connie Nielsen,The Hunted,55000000.0,6.0,0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",32631,tt0113360,en,The Hunted,0.0
William Friedkin,Jenna Boyd,34238611.0,Action|Crime|Drama|Thriller,Connie Nielsen,The Hunted,55000000.0,6.0,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",10632,tt0269347,en,The Hunted,34234008.0
Jon Turteltaub,Maura Tierney,34098563.0,Drama|Thriller,Anthony Hopkins,Instinct,55000000.0,6.5,80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",12117,tt0128278,en,Instinct,0.0
Bobby Farrelly,Terence Bernie Hines,33828318.0,Comedy,Matt Damon,Stuck on You,55000000.0,5.8,55000000,"[{'id': 35, 'name': 'Comedy'}]",1792,tt0338466,en,Stuck on You,33828318.0
Kent Alterman,Maura Tierney,33472850.0,Comedy|Sport,Will Ferrell,Semi-Pro,55000000.0,5.8,0,"[{'id': 35, 'name': 'Comedy'}]",13260,tt0839980,en,Semi-Pro,33472850.0
Clint Eastwood,Michael Kelly,35707327.0,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,Changeling,55000000.0,7.8,55000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",3580,tt0824747,en,Changeling,113020255.0
Andrew Davis,Morgan Freeman,20550712.0,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,Chain Reaction,50000000.0,5.6,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",12123,tt0115857,en,Chain Reaction,60209334.0
Andrew Davis,Morgan Freeman,20550712.0,Action|Drama|Sci-Fi|Thriller,Keanu Reeves,Chain Reaction,50000000.0,5.6,1066480,"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",40465,tt0460742,en,Chain Reaction,0.0
Tony Scott,Kurt Fuller,18573791.0,Action|Drama|Sport|Thriller,Robert De Niro,The Fan,55000000.0,5.8,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",9566,tt0116277,en,The Fan,18626419.0
Tony Scott,Kurt Fuller,18573791.0,Action|Drama|Sport|Thriller,Robert De Niro,The Fan,55000000.0,5.8,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",74899,tt0082362,en,The Fan,0.0
Joel Schumacher,Minnie Driver,51225796.0,Drama|Musical|Romance|Thriller,Gerard Butler,The Phantom of the Opera,70000000.0,7.4,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",964,tt0016220,en,The Phantom of the Opera,0.0
Joel Schumacher,Minnie Driver,51225796.0,Drama|Musical|Romance|Thriller,Gerard Butler,The Phantom of the Opera,70000000.0,7.4,70000000,"[{'id': 10402, 'name': 'Music'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9833,tt0293508,en,The Phantom of the Opera,154648887.0
Joel Schumacher,Minnie Driver,51225796.0,Drama|Musical|Romance|Thriller,Gerard Butler,The Phantom of the Opera,70000000.0,7.4,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",69234,tt0100361,en,The Phantom of the Opera,0.0
Joel Schumacher,Minnie Driver,51225796.0,Drama|Musical|Romance|Thriller,Gerard Butler,The Phantom of the Opera,70000000.0,7.4,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10770, 'name': 'TV Movie'}]",69234,tt0100361,en,The Phantom of the Opera,0.0
Shekhar Kapur,Abbie Cornish,16264475.0,Biography|Drama|History|War,Eddie Redmayne,Elizabeth: The Golden Age,55000000.0,6.9,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",4517,tt0414055,en,Elizabeth: The Golden Age,74237563.0
Karyn Kusama,Sophie Okonedo,25857987.0,Action|Sci-Fi,Charlize Theron,Æon Flux,62000000.0,5.5,62000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",8202,tt0402022,en,Æon Flux,52304001.0
Ron Maxwell,Bruce Boxleitner,12870569.0,Drama|History|War,Billy Campbell,Gods and Generals,56000000.0,6.3,56000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",16072,tt0279111,en,Gods and Generals,12923936.0
Robert Butler,Lauren Holly,11466088.0,Action|Thriller,Hector Elizondo,Turbulence,71000000.0,4.7,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",34314,tt0120390,en,Turbulence,11466088.0
Karey Kirkpatrick,Ronny Cox,16088610.0,Comedy|Drama|Family|Fantasy,Stephen Root,Imagine That,55000000.0,5.6,55000000,"[{'id': 35, 'name': 'Comedy'}]",19724,tt0780567,en,Imagine That,0.0
James Bobin,Tina Fey,51178893.0,Adventure|Comedy|Crime|Family|Musical,Ty Burrell,Muppets Most Wanted,50000000.0,6.4,50000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",145220,tt2281587,en,Muppets Most Wanted,80383290.0
Jonathan Frakes,Philip Winchester,6768055.0,Action|Adventure|Comedy|Family|Sci-Fi,Sophia Myles,Thunderbirds,57000000.0,4.2,57000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",14623,tt0167456,en,Thunderbirds,28283637.0
Steve Antin,Peter Gallagher,39440655.0,Drama|Music|Musical|Romance,Eric Dane,Burlesque,55000000.0,6.4,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42297,tt1126591,en,Burlesque,89519773.0
Stanley Kubrick,Shelley Winters,,Crime|Drama|Romance,James Mason,Lolita,2000000.0,7.7,62000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9769,tt0119558,en,Lolita,1060056.0
Stanley Kubrick,Shelley Winters,,Crime|Drama|Romance,James Mason,Lolita,2000000.0,7.7,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",802,tt0056193,en,Lolita,9250000.0
Stanley Kubrick,Shelley Winters,,Crime|Drama|Romance,James Mason,Lolita,2000000.0,7.7,62000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9769,tt0119558,en,Lolita,1060056.0
Stanley Kubrick,Shelley Winters,,Crime|Drama|Romance,James Mason,Lolita,2000000.0,7.7,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",802,tt0056193,en,Lolita,9250000.0
Guillermo del Toro,Thomas Kretschmann,81645152.0,Action|Horror|Sci-Fi|Thriller,Norman Reedus,Blade II,54000000.0,6.7,54000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",36586,tt0187738,en,Blade II,155010032.0
Gabriele Muccino,Rosario Dawson,69951824.0,Drama|Romance,Will Smith,Seven Pounds,55000000.0,7.7,55000000,"[{'id': 18, 'name': 'Drama'}]",11321,tt0814314,en,Seven Pounds,168167691.0
Walter Hill,Jason Momoa,9483821.0,Action|Thriller,Sylvester Stallone,Bullet to the Head,55000000.0,5.7,55000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",70074,tt1308729,en,Bullet to the Head,9489829.0
Francis Ford Coppola,Joe Mantegna,66676062.0,Crime|Drama,Al Pacino,The Godfather: Part III,54000000.0,7.6,54000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",242,tt0099674,en,The Godfather: Part III,136766062.0
Cameron Crowe,Kirsten Dunst,26838389.0,Comedy|Drama|Romance,Orlando Bloom,Elizabethtown,57000000.0,6.4,57000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",9621,tt0368709,en,Elizabethtown,52034889.0
Anthony Russo,Billy Gardell,75604320.0,Comedy|Romance,Todd Stashwick,"You, Me and Dupree",54000000.0,5.6,54000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1819,tt0463034,en,"You, Me and Dupree",130431368.0
Richard Lester,Ned Beatty,108200000.0,Action|Adventure|Romance|Sci-Fi,Margot Kidder,Superman II,54000000.0,6.8,54000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",8536,tt0081573,en,Superman II,190458706.0
Martin Brest,Lenny Venito,5660084.0,Comedy|Crime|Romance,Todd Giebenhain,Gigli,54000000.0,2.4,54000000,"[{'id': 18, 'name': 'Drama'}]",8046,tt0299930,en,Gigli,7266209.0
Steven Zaillian,Anthony Hopkins,7221458.0,Drama|Thriller,Kate Winslet,All the King's Men,55000000.0,6.2,0,"[{'id': 18, 'name': 'Drama'}]",25430,tt0041113,en,All the King's Men,0.0
Steven Zaillian,Anthony Hopkins,7221458.0,Drama|Thriller,Kate Winslet,All the King's Men,55000000.0,6.2,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",1717,tt0405676,en,All the King's Men,9450897.0
John Singleton,Vanessa Williams,70327868.0,Action|Crime|Thriller,Christian Bale,Shaft,46000000.0,5.9,4000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",482,tt0067741,en,Shaft,12121618.0
John Singleton,Vanessa Williams,70327868.0,Action|Crime|Thriller,Christian Bale,Shaft,46000000.0,5.9,46000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",479,tt0162650,en,Shaft,107196498.0
Don Bluth,Kelsey Grammer,58297830.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Kirsten Dunst,Anastasia,50000000.0,7.1,53000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",9444,tt0118617,en,Anastasia,139804348.0
Don Bluth,Kelsey Grammer,58297830.0,Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance,Kirsten Dunst,Anastasia,50000000.0,7.1,3520000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",38171,tt0048947,en,Anastasia,0.0
Baz Luhrmann,Kylie Minogue,57386369.0,Drama|Musical|Romance,Jim Broadbent,Moulin Rouge!,52500000.0,7.6,52500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",824,tt0203009,en,Moulin Rouge!,179213434.0
Harold Becker,Teri Polo,45207112.0,Crime|Mystery|Thriller,Steve Buscemi,Domestic Disturbance,53000000.0,5.5,75000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",11456,tt0249478,en,Domestic Disturbance,54249294.0
Scott Cooper,Benedict Cumberbatch,62563543.0,Biography|Crime|Drama,Johnny Depp,Black Mass,53000000.0,7.0,53000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",261023,tt1355683,en,Black Mass,98837872.0
Clint Eastwood,Chris Bauer,33574332.0,Drama|History|War,Paul Walker,Flags of Our Fathers,90000000.0,7.1,90000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",3683,tt0418689,en,Flags of Our Fathers,65900249.0
F. Gary Gray,Leslie Bibb,73343413.0,Crime|Drama|Thriller,Gerard Butler,Law Abiding Citizen,50000000.0,7.4,53000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",22803,tt1197624,en,Law Abiding Citizen,126690726.0
Jonathan Demme,Kimberly Elise,22843047.0,Drama|History|Horror,Oprah Winfrey,Beloved,55000000.0,5.9,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",39437,tt0120603,en,Beloved,0.0
Curtis Hanson,Robert Duvall,5755286.0,Drama|Romance|Sport,Robert Downey Jr.,Lucky You,55000000.0,5.9,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1950,tt0338216,en,Lucky You,5761917.0
Steven Spielberg,Tom Hanks,164435221.0,Biography|Crime|Drama,Leonardo DiCaprio,Catch Me If You Can,52000000.0,8.0,52000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",640,tt0264464,en,Catch Me If You Can,352114312.0
Steven Spielberg,Tom Hanks,164435221.0,Biography|Crime|Drama,Leonardo DiCaprio,Catch Me If You Can,52000000.0,8.0,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",34745,tt0097029,en,Catch Me If You Can,0.0
Kathryn Bigelow,Harold Perrineau,95720716.0,Drama|History|Thriller,Jennifer Ehle,Zero Dark Thirty,40000000.0,7.4,40000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",97630,tt1790885,en,Zero Dark Thirty,132820716.0
Peyton Reed,John Michael Higgins,118683135.0,Comedy|Drama|Romance,Jon Favreau,The Break-Up,52000000.0,5.8,52000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",9767,tt0452594,en,The Break-Up,204999686.0
