director_name,actor_2_name,gross,genres,actor_1_name,movie_title,budget,imdb_score
Sam Weisman,Valerie Perri,28535768.0,Comedy,Oliver Hudson,The Out-of-Towners ,40000000.0,5.3
John Frankenheimer,Temuera Morrison,27663982.0,Horror|Sci-Fi|Thriller,Marlon Brando,The Island of Dr. Moreau ,40000000.0,4.4
Peter Hyams,Justin Chambers,27053815.0,Action|Adventure|Romance,Catherine Deneuve,The Musketeer ,40000000.0,4.7
Justin Chadwick,Scarlett Johansson,26814957.0,Biography|Drama|History|Romance,Natalie Portman,The Other Boleyn Girl ,35000000.0,6.7
Pat O'Connor,Charlize Theron,25178165.0,Drama|Romance,Keanu Reeves,Sweet November ,40000000.0,6.7
Stephen Hopkins,Andrea Frankle,25117498.0,Horror|Thriller,Stephen Rea,The Reaping ,40000000.0,5.7
Martin Scorsese,David Carradine,32645.0,Crime|Drama|Romance|Thriller,Robert De Niro,Mean Streets ,500000.0,7.4
Penny Marshall,Cliff Robertson,24332324.0,Comedy|Drama,Ed Begley Jr.,Renaissance Man ,40000000.0,6.1
Olivier Megaton,Callum Blue,36665854.0,Action|Crime|Drama|Thriller,Jordi Mollà,Colombiana ,40000000.0,6.4
Frederik Du Chau,Jaleel White,22717758.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,Gary Oldman,The Magic Sword: Quest for Camelot ,40000000.0,6.2
Michael Caton-Jones,James Franco,22433915.0,Crime|Drama|Mystery|Thriller,Robert De Niro,City by the Sea ,60000000.0,6.2
Irwin Winkler,Nathan Lane,22326247.0,Drama|Romance,Mira Sorvino,At First Sight ,60000000.0,5.9
Joseph Kahn,Jay Hernandez,21176322.0,Action|Comedy|Crime,Dane Cook,Torque ,40000000.0,4.0
Harold Becker,Martin Landau,20300000.0,Drama|Thriller,Al Pacino,City Hall ,40000000.0,6.2
Paul Verhoeven,Elizabeth Berkley,20302961.0,Drama,Bobbie Phillips,Showgirls ,45000000.0,4.6
Sofia Coppola,Shirley Henderson,15962471.0,Biography|Drama|History|Romance,Kirsten Dunst,Marie Antoinette ,40000000.0,6.4
Barbet Schroeder,Michael Rapaport,14942422.0,Action|Crime|Thriller,Nicolas Cage,Kiss of Death ,40000000.0,5.9
Stephen Kay,Miranda Richardson,14967182.0,Action|Crime|Drama|Thriller,Sylvester Stallone,Get Carter ,40000000.0,5.1
J.A. Bayona,Geraldine Chaplin,18996755.0,Drama|Thriller,Naomi Watts,The Impossible ,45000000.0,7.6
Elaine May,Warren Beatty,14375181.0,Action|Adventure|Comedy|Music|Thriller,Carol Kane,Ishtar ,51000000.0,4.2
Wes Anderson,Meryl Streep,20999103.0,Adventure|Animation|Comedy|Crime|Family,Bill Murray,Fantastic Mr. Fox ,40000000.0,7.8
Stephen Herek,Stockard Channing,14448589.0,Comedy|Romance,Angelina Jolie Pitt,Life or Something Like It ,40000000.0,5.8
John Carpenter,Michael McKean,14358033.0,Comedy|Romance|Sci-Fi|Thriller,Richard Epcar,Memoirs of an Invisible Man ,40000000.0,5.9
Jean-Pierre Jeunet,Jamel Debbouze,33201661.0,Comedy|Romance,Mathieu Kassovitz,Amélie ,77000000.0,8.4
Dennie Gordon,Bob Saget,14018364.0,Comedy|Crime|Family|Romance,Mary-Kate Olsen,New York Minute ,30000000.0,4.8
Charles Shyer,Nia Long,13395939.0,Comedy|Drama|Romance,Omar Epps,Alfie ,60000000.0,6.2
Ken Kwapis,Tim Blake Nelson,20113965.0,Biography|Drama|Romance,Ted Danson,Big Miracle ,40000000.0,6.5
Ulu Grosbard,Treat Williams,13376506.0,Drama,Alexa PenaVega,The Deep End of the Ocean ,40000000.0,6.3
William Malone,Jeffrey Combs,13208023.0,Crime|Horror|Thriller,Natascha McElhone,Feardotcom ,42000000.0,3.3
Paul Weitz,Salma Hayek,13838130.0,Action|Adventure|Fantasy|Thriller,Josh Hutcherson,Cirque du Freak: The Vampire's Assistant ,40000000.0,5.9
Paul McGuigan,Spencer Wilding,5773519.0,Drama|Horror|Sci-Fi|Thriller,Daniel Radcliffe,Victor Frankenstein ,40000000.0,6.0
Danny DeVito,Amber Valletta,9652000.0,Comedy,Justin Theroux,Duplex ,40000000.0,5.8
Malcolm D. Lee,Sean Hayes,12081447.0,Comedy|Drama|Music,Bernie Mac,Soul Men ,,6.5
Jerry Jameson,Jason Robards,7000000.0,Action|Adventure|Drama|Thriller,M. Emmet Walsh,Raise the Titanic ,36000000.0,4.7
Mic Rodgers,Daniel von Bargen,10431220.0,Action|Sci-Fi,Michael Jai White,Universal Soldier: The Return ,24000000.0,4.1
Christian Alvart,Dennis Quaid,10326062.0,Action|Horror|Mystery|Sci-Fi|Thriller,Norman Reedus,Pandorum ,33000000.0,6.8
Gary Fleder,Mekhi Phifer,6114237.0,Drama|Mystery|Sci-Fi|Thriller,Gary Dourdan,Impostor ,40000000.0,6.2
Christian Duguay,Bridgette Wilson-Sampras,4835968.0,Action|Adventure|Thriller,Rufus Sewell,Extreme Ops ,40000000.0,4.5
Jean-Marie Poiré,Matt Ross,4777007.0,Comedy|Fantasy|Sci-Fi,Bridgette Wilson-Sampras,Just Visiting ,40000000.0,5.8
Danny Boyle,Benedict Wong,3675072.0,Adventure|Sci-Fi|Thriller,Chris Evans,Sunshine ,26000000.0,7.3
Brian Robbins,Lou Saliba,18438149.0,Comedy|Drama,John Gatins,A Thousand Words ,40000000.0,5.9
Marc F. Adler,Anne Bancroft,511920.0,Adventure|Animation|Comedy|Fantasy|Romance,Eric Idle,Delgo ,40000000.0,4.4
Pierre Morel,Mark Rylance,10640645.0,Action|Crime|Drama|Mystery|Thriller,Ray Winstone,The Gunman ,40000000.0,5.8
Geoffrey Sax,Sophie Okonedo,652526.0,Action|Adventure|Family|Thriller,Alex Pettyfer,Alex Rider: Operation Stormbreaker ,40000000.0,5.1
D.J. Caruso,Aaron Yoo,80050171.0,Drama|Mystery|Thriller,Sarah Roemer,Disturbia ,20000000.0,6.9
Iain Softley,Fisher Stevens,7564000.0,Comedy|Crime|Drama|Thriller,Angelina Jolie Pitt,Hackers ,20000000.0,6.2
Richard Shepard,Zan Marolt,876671.0,Adventure|Comedy|Drama|Romance|Thriller|War,James Brolin,The Hunting Party ,25000000.0,6.9
Joel Coen,Bill Cobbs,2869369.0,Comedy|Fantasy,Jennifer Jason Leigh,The Hudsucker Proxy ,30000000.0,7.3
Peter Ho-Sun Chan,Takeshi Kaneshiro,128978.0,Action|Drama|History|Romance|War,Jet Li,The Warlords ,40000000.0,7.1
Sergey Bodrov,Kuno Becker,77231.0,Drama|History|War,Jay Hernandez,Nomad: The Warrior ,25000000.0,6.0
Joon-ho Bong,Ewen Bremner,4563029.0,Action|Drama|Sci-Fi|Thriller,Chris Evans,Snowpiercer ,39200000.0,7.0
Bibo Bergeron,Bob Balaban,,Adventure|Animation|Comedy|Fantasy|Music|Romance,Adam Goldberg,A Monster in Paris ,25000000.0,6.8
Jeff Nathanson,Glenn Morshower,463730.0,Comedy,Matthew Broderick,The Last Shot ,,5.7
Alex Proyas,Bai Ling,50693162.0,Action|Drama|Fantasy,Michael Wincott,The Crow ,23000000.0,7.6
S.S. Rajamouli,Anushka Shetty,6498000.0,Action|Adventure|Drama|Fantasy|War,Tamannaah Bhatia,Baahubali: The Beginning ,18026148.0,8.4
Robert Schwentke,Brooklynn Proulx,63411478.0,Drama|Fantasy|Romance|Sci-Fi,Arliss Howard,The Time Traveler's Wife ,39000000.0,7.1
Michael Lehmann,Stephen Collins,42640890.0,Comedy|Romance,Colin Ferguson,Because I Said So ,,5.6
Rob Cohen,Vin Diesel,144512310.0,Action|Crime|Thriller,Paul Walker,The Fast and the Furious ,38000000.0,6.7
Tim Burton,Catherine O'Hara,35287788.0,Animation|Comedy|Family|Horror|Sci-Fi,Martin Landau,Frankenweenie ,39000000.0,7.0
Joss Whedon,Sean Maher,25335935.0,Action|Adventure|Sci-Fi|Thriller,Adam Baldwin,Serenity ,40000000.0,8.0
Charles S. Dutton,Charles S. Dutton,5881504.0,Biography|Drama|Romance|Sport,Omar Epps,Against the Ropes ,39000000.0,5.3
Richard Lester,Robert Vaughn,60000000.0,Action|Comedy|Sci-Fi,Margot Kidder,Superman III ,39000000.0,4.9
Peter Segal,Sylvester Stallone,29802761.0,Comedy|Sport,Robert De Niro,Grudge Match ,40000000.0,6.4
John Woo,Tony Chiu Wai Leung,626809.0,Action|Adventure|Drama|History|War,Takeshi Kaneshiro,Red Cliff ,553632000.0,7.4
Andy Tennant,Mary Lynn Rajskub,127214072.0,Comedy|Romance,Ethan Embry,Sweet Home Alabama ,38000000.0,6.1
Robert Luketic,John Michael Higgins,88915214.0,Comedy|Romance,Gerard Butler,The Ugly Truth ,38000000.0,6.5
Jonathan Lynn,Phil Hartman,30400000.0,Comedy,Austin Pendleton,Sgt. Bilko ,39000000.0,5.7
Robert Rodriguez,Alexa PenaVega,85570368.0,Action|Adventure|Comedy|Family|Sci-Fi,Steve Buscemi,Spy Kids 2: Island of Lost Dreams ,38000000.0,5.1
David Carson,Alan Ruck,75668868.0,Action|Adventure|Mystery|Sci-Fi|Thriller,LeVar Burton,Star Trek: Generations ,35000000.0,6.6
Kar-Wai Wong,Hye-kyo Song,6594136.0,Action|Biography|Drama,Tony Chiu Wai Leung,The Grandmaster ,38600000.0,6.5
Francis Lawrence,Christoph Waltz,58700247.0,Drama|Romance,Robert Pattinson,Water for Elephants ,38000000.0,6.9
,Wayne Knight,,Comedy|Family|Sci-Fi,Joseph Gordon-Levitt,3rd Rock from the Sun             ,,7.8
Yuefeng Song,Bianca Collins,,Adventure|Animation|Family|Fantasy,Blythe Auffarth,Dragon Nest: Warriors' Dawn ,40000000.0,6.4
Norman Jewison,Vincent Pastore,50668906.0,Biography|Drama|Sport,Denzel Washington,The Hurricane ,38000000.0,7.6
Michael Apted,Jeff Kober,39177215.0,Crime|Drama|Thriller,Bill Cobbs,Enough ,38000000.0,5.6
David Mirkin,Anne Bancroft,40334024.0,Comedy|Crime|Romance,Sarah Silverman,Heartbreakers ,35000000.0,6.2
Andy Fickman,Daniella Alonso,71038190.0,Action|Comedy|Crime,D.B. Woodside,Paul Blart: Mall Cop 2 ,30000000.0,4.4
Luis Mandoki,Shirley Knight,24044532.0,Drama|Romance,Sonia Braga,Angel Eyes ,38000000.0,5.6
John Pasquin,Ken Marino,22770864.0,Comedy|Drama,Jim Belushi,Joe Somebody ,38000000.0,5.5
Roman Polanski,Frank Langella,18653746.0,Mystery|Thriller,Johnny Depp,The Ninth Gate ,38000000.0,6.7
Michael Apted,Paul Guilfoyle,17305211.0,Crime|Drama|Mystery|Thriller,J.K. Simmons,Extreme Measures ,38000000.0,6.1
Stephen Herek,Dagmara Dominczyk,16991902.0,Drama|Music,Beth Grant,Rock Star ,57000000.0,6.2
Lee Daniels,Gabourey Sidibe,47536959.0,Drama,Mo'Nique,Precious ,10000000.0,7.3
Ridley Scott,Jason Marsden,10300000.0,Adventure|Drama,Jeff Bridges,White Squall ,38000000.0,6.6
John Carpenter,Richard Masur,13782838.0,Horror|Mystery|Sci-Fi,Wilford Brimley,The Thing ,15000000.0,8.2
David Twohy,Nolan Gerard Funk,41997790.0,Action|Sci-Fi|Thriller,Vin Diesel,Riddick ,38000000.0,6.4
Jeb Stuart,Claudia Stedelin,6482195.0,Crime|Mystery|Thriller,Gregory Scott Cummins,Switchback ,37000000.0,6.4
Steve Miner,Usher Raymond,623374.0,Action|Adventure|Drama|Thriller|Western,Tom Skerritt,Texas Rangers ,38000000.0,5.2
Gil Kenan,Toby Jones,7871693.0,Adventure|Family|Fantasy|Sci-Fi,Bill Murray,City of Ember ,55000000.0,6.5
Paul Thomas Anderson,Jeffrey W. Jenkins,16377274.0,Drama,Mike Howard,The Master ,32000000.0,7.1
David Leland,Ryan Cartwright,,Adventure|Comedy|History|Romance,Hayden Christensen,Virgin Territory ,38000000.0,4.8
Gary Fleder,Nicole Beharie,9589875.0,Biography|Drama|Sport,Dennis Quaid,The Express ,40000000.0,7.3
J Blakeson,Maggie Siff,34912982.0,Action|Adventure|Sci-Fi|Thriller,Chloë Grace Moretz,The 5th Wave ,38000000.0,5.2
Ryan Coogler,Phylicia Rashad,109712885.0,Drama|Sport,Sylvester Stallone,Creed ,35000000.0,7.7
Ben Affleck,Jon Hamm,92173235.0,Crime|Drama|Thriller,Jeremy Renner,The Town ,37000000.0,7.6
Kirk Jones,Dennis Quaid,41102171.0,Comedy|Drama|Romance,Anna Kendrick,What to Expect When You're Expecting ,40000000.0,5.7
Ethan Coen,Brad Pitt,60338891.0,Comedy|Drama,J.K. Simmons,Burn After Reading ,37000000.0,7.0
Jennifer Flackett,Anthony Simcoe,48006503.0,Adventure|Comedy|Family|Fantasy,Gerard Butler,Nim's Island ,37000000.0,6.0
Ron Howard,Olivia Wilde,26903709.0,Action|Biography|Drama|Sport,Chris Hemsworth,Rush ,38000000.0,8.1
Paul Thomas Anderson,Neil Flynn,22450975.0,Drama,Patton Oswalt,Magnolia ,37000000.0,8.0
Kevin Smith,Tracy Morgan,44867349.0,Action|Comedy|Crime,Bruce Willis,Cop Out ,37000000.0,5.6
Christian Ditter,Damon Wayans Jr.,46813366.0,Comedy|Romance,Alison Brie,How to Be Single ,38000000.0,6.1
Charles Martin Smith,Michael Roark,72279690.0,Drama|Family,Morgan Freeman,Dolphin Tale ,37000000.0,6.9
Catherine Hardwicke,Taylor Lautner,191449475.0,Drama|Fantasy|Romance,Kristen Stewart,Twilight ,37000000.0,5.2
Nick Cassavetes,Laura Harring,71026631.0,Crime|Drama|Thriller,Denzel Washington,John Q ,36000000.0,7.0
Les Mayfield,Dave Chappelle,68208190.0,Action|Comedy|Crime|Thriller,Peter Greene,Blue Streak ,65000000.0,6.3
Rawson Marshall Thurber,Molly C. Quinn,150368971.0,Comedy|Crime,Laura-Leigh,We're the Millers ,37000000.0,7.0
Fedor Bondarchuk,Fedor Bondarchuk,,Action|Adventure|Sci-Fi,Yuliya Snigir,Obitaemyy ostrov ,29500000.0,5.3
Jonathan Mostow,M.C. Gainey,50129186.0,Action|Crime|Drama|Mystery|Thriller,Kathleen Quinlan,Breakdown ,36000000.0,6.9
Irvin Kershner,Klaus Maria Brandauer,55500000.0,Action|Adventure|Thriller,Bernie Casey,Never Say Never Again ,36000000.0,6.2
Steve Pink,Collette Wolfe,50213619.0,Comedy|Sci-Fi,Charlie McDermott,Hot Tub Time Machine ,36000000.0,6.4
Charles Martin Smith,Taylor Blackwell,42019483.0,Drama|Family,Morgan Freeman,Dolphin Tale 2 ,36000000.0,6.4
John Frankenheimer,James Frain,23360779.0,Action|Adventure|Crime|Drama|Family|Fantasy|Romance|Thriller,Charlize Theron,Reindeer Games ,34000000.0,5.7
F. Gary Gray,Jeff Kober,26183197.0,Action|Crime|Drama|Thriller,Vin Diesel,A Man Apart ,36000000.0,6.1
Cameron Crowe,Bradley Cooper,20991497.0,Comedy|Drama|Romance,Emma Stone,Aloha ,37000000.0,5.4
Rob Reiner,Virginia Madsen,13052741.0,Drama|History,Alexa PenaVega,Ghosts of Mississippi ,36000000.0,6.7
Scott Hicks,Reeve Carney,14378353.0,Drama|Mystery|Romance|Thriller,Rick Yune,Snow Falling on Cedars ,36000000.0,6.8
Mikael Håfström,Colin O'Donoghue,33037754.0,Drama|Horror|Mystery|Thriller,Anthony Hopkins,The Rite ,37000000.0,6.0
Andrew Niccol,Xander Berkeley,12339633.0,Drama|Sci-Fi|Thriller,Blair Underwood,Gattaca ,36000000.0,7.8
Andrew Bergman,Nathan Lane,2954405.0,Biography|Comedy|Romance,Stockard Channing,Isn't She Great ,36000000.0,5.3
Kirk De Micco,Kenan Thompson,30105968.0,Adventure|Animation|Comedy|Family|Sci-Fi,Cheryl Hines,Space Chimps ,37000000.0,4.5
Chris Rock,Dylan Baker,37788228.0,Comedy,Bernie Mac,Head of State ,35200000.0,5.4
Todd Phillips,Rob Riggle,277313371.0,Comedy,Bradley Cooper,The Hangover ,35000000.0,7.8
Wilson Yip,Lynn Hung,2126511.0,Action|Biography|Drama|History,Mike Tyson,Ip Man 3 ,36000000.0,7.2
Jay Roach,Verne Troyer,205399422.0,Action|Adventure|Comedy|Crime,Muse Watson,Austin Powers: The Spy Who Shagged Me ,33000000.0,6.6
Tim Burton,Jack Palance,251188924.0,Action|Adventure,Michael Gough,Batman ,35000000.0,7.6
Roland Joffé,Dougray Scott,1068392.0,Biography|Drama|War,Jordi Mollà,There Be Dragons ,36000000.0,5.9
Richard Donner,Nick Chinlund,144731527.0,Action|Crime|Thriller,Rene Russo,Lethal Weapon 3 ,35000000.0,6.7
John Lee Hancock,Quinton Aaron,255950375.0,Biography|Drama|Sport,Catherine Dyer,The Blind Side ,29000000.0,7.7
,Aimee Garcia,,Action|Comedy|Crime,Jon Foo,Rush Hour             ,,5.8
Robert Rodriguez,Cheech Marin,112692062.0,Action|Adventure|Comedy|Family|Sci-Fi,Alexa PenaVega,Spy Kids ,35000000.0,5.4
Seth Gordon,Lindsay Sloane,117528646.0,Comedy|Crime,Kevin Spacey,Horrible Bosses ,35000000.0,6.9
Ethan Coen,Jeff Bridges,171031347.0,Adventure|Drama|Western,Matt Damon,True Grit ,38000000.0,7.7
David Frankel,Anne Hathaway,124732962.0,Comedy|Drama|Romance,Meryl Streep,The Devil Wears Prada ,35000000.0,6.8
Robert Wise,Nichelle Nichols,82300000.0,Adventure|Mystery|Sci-Fi,Leonard Nimoy,Star Trek: The Motion Picture ,35000000.0,6.4
Seth Gordon,Eric Stonestreet,134455175.0,Comedy|Crime,Jon Favreau,Identity Thief ,35000000.0,5.7
Martin Scorsese,Robert Mitchum,79100000.0,Crime|Thriller,Robert De Niro,Cape Fear ,35000000.0,7.3
Robert Luketic,Jim Sturgess,81159365.0,Crime|Drama|Thriller,Kevin Spacey,21 ,35000000.0,6.8
Judd Apatow,Randall Park,110008260.0,Comedy|Romance,Amy Schumer,Trainwreck ,35000000.0,6.3
Kevin Rodney Sullivan,Nicole Sullivan,67962333.0,Comedy|Romance,Bernie Mac,Guess Who ,35000000.0,5.9
Anthony Minghella,Kristin Scott Thomas,78651430.0,Drama|Romance|War,Colin Firth,The English Patient ,27000000.0,7.4
Curtis Hanson,Matt McCoy,64604977.0,Crime|Drama|Mystery|Thriller,Kevin Spacey,L.A. Confidential ,35000000.0,8.3
Mike Mitchell,Kelly Preston,63939454.0,Adventure|Comedy|Family|Sci-Fi,Michael Angarano,Sky High ,35000000.0,6.2
Frank Oz,Wilford Brimley,63826569.0,Comedy,Tom Selleck,In & Out ,35000000.0,6.3
Roger Donaldson,Marg Helgenberger,60054449.0,Action|Horror|Sci-Fi|Thriller,Natasha Henstridge,Species ,35000000.0,5.8
Wes Craven,Lin Shaye,26505000.0,Horror,Johnny Depp,A Nightmare on Elm Street ,1800000.0,7.5
Tarsem Singh,Jake Weber,61280963.0,Horror|Sci-Fi|Thriller,Dylan Baker,The Cell ,33000000.0,6.3
Randall Wallace,Anne Parillaud,56876365.0,Action|Adventure,Leonardo DiCaprio,The Man in the Iron Mask ,35000000.0,6.4
Randall Wallace,Kevin Connolly,59699513.0,Biography|Drama|Family|History|Sport,Scott Glenn,Secretariat ,35000000.0,7.2
Kevin Munroe,Sarah Michelle Gellar,54132596.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Chris Evans,TMNT ,34000000.0,6.3
Michael Tollin,Riley Smith,52277485.0,Biography|Drama|Sport,Alfre Woodard,Radio ,35000000.0,6.9
Will Gluck,Justin Timberlake,55802754.0,Comedy|Romance,Mila Kunis,Friends with Benefits ,35000000.0,6.6
Nicholas Stoller,Ike Barinholtz,55291815.0,Comedy,Chloë Grace Moretz,Neighbors 2: Sorority Rising ,35000000.0,6.0
John Lee Hancock,Ruth Wilson,83299761.0,Biography|Comedy|Drama|History|Music,Tom Hanks,Saving Mr. Banks ,35000000.0,7.5
Spike Lee,Delroy Lindo,48169908.0,Biography|Drama|History|Romance,Denzel Washington,Malcolm X ,33000000.0,7.7
Judd Apatow,Maude Apatow,67523385.0,Comedy,Charlyne Yi,This Is 40 ,35000000.0,6.2
Walt Becker,Bernie Mac,49474048.0,Comedy|Family,Robin Williams,Old Dogs ,35000000.0,5.4
Patrick Tatopoulos,Kevin Grevioux,45802315.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Craig Parker,Underworld: Rise of the Lycans ,35000000.0,6.6
Ken Kwapis,Christine Taylor,43792641.0,Comedy|Romance,Robin Williams,License to Wed ,35000000.0,5.3
Dennis Dugan,Jon Heder,57651794.0,Comedy|Romance|Sport,Jon Lovitz,The Benchwarmers ,33000000.0,5.6
Gary David Goldberg,Victor Webster,43894863.0,Comedy|Romance,Stockard Channing,Must Love Dogs ,30000000.0,5.9
Mike Newell,Al Pacino,41954997.0,Biography|Crime|Drama,Johnny Depp,Donnie Brasco ,35000000.0,7.8
Paul W.S. Anderson,Jaymes Butler,39532308.0,Action|Horror|Sci-Fi,Milla Jovovich,Resident Evil ,33000000.0,6.7
Tobe Hooper,Zelda Rubinstein,76600000.0,Fantasy|Horror,Heather O'Rourke,Poltergeist ,10700000.0,7.4
Ethan Coen,Tom Hanks,39692139.0,Comedy|Crime|Thriller,J.K. Simmons,The Ladykillers ,35000000.0,6.2
John Moore,Beau Bridges,40687294.0,Action|Crime|Drama|Mystery|Thriller,Mila Kunis,Max Payne ,35000000.0,5.4
Andrew Niccol,Olivia Wilde,37553932.0,Action|Sci-Fi|Thriller,Matt Bomer,In Time ,40000000.0,6.7
Alan Poul,Noureen DeWulf,37481242.0,Comedy|Romance,Danneel Ackles,The Back-up Plan ,35000000.0,5.3
Luke Greenfield,Steve Howey,39026186.0,Comedy|Drama|Romance,Ashley Williams,Something Borrowed ,35000000.0,5.9
,Kimberly Elise,,Drama|Romance,Jodi Lyn O'Keefe,Hit the Floor             ,,7.0
Gil Junger,Marsha Thomason,33422806.0,Adventure|Comedy|Fantasy,Tom Wilkinson,Black Knight ,50000000.0,4.8
Michael Ritchie,Vic Morrow,,Comedy|Drama|Family|Sport,Tatum O'Neal,The Bad News Bears ,,7.3
Steven E. de Souza,Raul Julia,33423521.0,Action|Adventure|Comedy|Thriller,Ming-Na Wen,Street Fighter ,35000000.0,3.8
Roman Polanski,Frank Finlay,32519322.0,Biography|Drama|War,Emilia Fox,The Pianist ,35000000.0,8.5
Albert Hughes,Jason Flemyng,31598308.0,Horror|Mystery|Thriller,Johnny Depp,From Hell ,35000000.0,6.8
Catherine Hardwicke,Hiam Abbass,37617947.0,Drama|Family|Fantasy,Keisha Castle-Hughes,The Nativity Story ,30000000.0,6.8
Jaume Collet-Serra,Paris Hilton,32048809.0,Horror,Robert Ri'chard,House of Wax ,30000000.0,5.3
Mike Nichols,Julia Roberts,33987757.0,Drama|Romance,Natalie Portman,Closer ,27000000.0,7.3
Clint Eastwood,Naomi Watts,37304950.0,Biography|Crime|Drama,Leonardo DiCaprio,J. Edgar ,35000000.0,6.6
Alexandre Aja,Cameron Boyce,30691439.0,Horror|Mystery,Jason Flemyng,Mirrors ,35000000.0,6.2
Michael Rymer,Lena Olin,30307804.0,Drama|Fantasy|Horror,Aaliyah,Queen of the Damned ,35000000.0,5.2
Stephen Hopkins,Robert Davi,30669413.0,Action|Horror|Sci-Fi,Adam Baldwin,Predator 2 ,35000000.0,6.2
Gregory Hoblit,Jesse Tyler Ferguson,28687835.0,Crime|Drama|Thriller,Billy Burke,Untraceable ,35000000.0,6.2
Hugh Wilson,Sissy Spacek,26494611.0,Comedy|Drama|Romance|Sci-Fi,Brendan Fraser,Blast from the Past ,35000000.0,6.6
Mike Hodges,William Hootkins,,Action|Adventure|Sci-Fi,Brian Blessed,Flash Gordon ,20000000.0,6.4
Kevin Smith,Mike Starr,25266129.0,Comedy|Drama|Romance,Stephen Root,Jersey Girl ,35000000.0,6.2
Rob Cohen,Chad Lindberg,25863915.0,Action|Crime|Mystery|Thriller,Cicely Tyson,Alex Cross ,35000000.0,5.1
Clint Eastwood,Bob Gunton,25078937.0,Crime|Drama|Mystery|Thriller,Kevin Spacey,Midnight in the Garden of Good and Evil ,30000000.0,6.6
Scott Mann,Joshua Mikel,,Action|Crime|Thriller,Robert De Niro,Heist ,19000000.0,6.1
Susanna White,Bill Bailey,28995450.0,Comedy|Family|Fantasy,Daniel Mays,Nanny McPhee Returns ,35000000.0,6.1
Danny DeVito,J.T. Walsh,24276500.0,Biography|Crime|Drama,Frank Whaley,Hoffa ,35000000.0,6.6
Chris Carter,Callum Rennie,20981633.0,Drama|Mystery|Sci-Fi|Thriller,Mitch Pileggi,The X Files: I Want to Believe ,30000000.0,5.9
Tommy O'Haver,Steve Coogan,22913677.0,Comedy|Family|Fantasy|Romance,Anne Hathaway,Ella Enchanted ,35000000.0,6.3
Peter Landesman,Eddie Marsan,34531832.0,Biography|Drama|Sport,Will Smith,Concussion ,35000000.0,7.1
John Singleton,Benjamin J. Cain Jr.,28064226.0,Action|Mystery|Thriller,Ken Arnold,Abduction ,35000000.0,5.0
Gary Chapman,Olivia Williams,19447478.0,Adventure|Animation|Comedy|Family|War,Jim Broadbent,Valiant ,35000000.0,5.6
Curtis Hanson,Rip Torn,19389454.0,Comedy|Drama,Robert Downey Jr.,Wonder Boys ,55000000.0,7.4
Craig Mazin,Tracy Morgan,25871834.0,Action|Comedy|Sci-Fi|Thriller,Drake Bell,Superhero Movie ,35000000.0,4.5
Allen Hughes,James Ransone,19692608.0,Crime|Drama|Thriller,Alona Tal,Broken City ,35000000.0,6.2
Wes Craven,Portia de Rossi,19294901.0,Comedy|Horror,Shannon Elizabeth,Cursed ,35000000.0,5.0
