name,genre,score,director,actor_2_name,gross,actor_1_name,budget
The Thomas Crown Affair,Crime,6.9,John McTiernan,Faye Dunaway,69304264.0,Mark Margolis,48000000.0
Drop Dead Gorgeous,Comedy,6.6,Michael Patrick Jann,Kirstie Alley,10561238.0,Kirsten Dunst,10000000.0
Boys Don't Cry,Biography,7.5,Kimberly Peirce,Brendan Sexton III,11533945.0,Alicia Goranson,2000000.0
8MM,Crime,6.5,Joel Schumacher,Chris Bauer,36283504.0,Nicolas Cage,40000000.0
House on Haunted Hill,Crime,5.6,William Malone,Peter Gallagher,40846082.0,Jeffrey Combs,19000000.0
But I'm a Cheerleader,Comedy,6.7,Jamie Babbit,Clea DuVall,2199853.0,Natasha Lyonne,1200000.0
Jawbreaker,Comedy,5.6,Darren Stein,Judy Greer,3071947.0,Julie Benz,3500000.0
The Bone Collector,Crime,6.7,Phillip Noyce,Angelina Jolie Pitt,66488090.0,Denzel Washington,48000000.0
Any Given Sunday,Drama,6.9,Oliver Stone,Dennis Quaid,75530832.0,Al Pacino,55000000.0
A Walk on the Moon,Drama,6.6,Tony Goldwyn,Julie Kavner,4741987.0,Viggo Mortensen,14000000.0
Summer of Sam,Crime,6.7,Spike Lee,Jennifer Esposito,19283782.0,Mira Sorvino,22000000.0
The Haunting,Fantasy,5.0,Jan de Bont,Lili Taylor,91188905.0,Liam Neeson,80000000.0
eXistenZ,Horror,6.8,David Cronenberg,Sarah Polley,2840417.0,Jennifer Jason Leigh,31000000.0
For Love of the Game,Drama,6.6,Sam Raimi,Kelly Preston,35168395.0,J.K. Simmons,50000000.0
Bringing Out the Dead,Drama,6.8,Martin Scorsese,Marc Anthony,16640210.0,Nicolas Cage,55000000.0
Three Kings,Action,7.1,David O. Russell,Jamie Kennedy,60652036.0,Judy Greer,48000000.0
Go,Comedy,7.2,Doug Liman,Jay Mohr,16842303.0,Sarah Polley,6500000.0
Payback,Action,7.1,Brian Helgeland,Deborah Kara Unger,81517441.0,Bill Duke,50000000.0
The Straight Story,Biography,8.0,David Lynch,Richard Farnsworth,6197866.0,Sissy Spacek,10000000.0
Idle Hands,Comedy,6.2,Rodman Flender,Fred Willard,4002955.0,Vivica A. Fox,20000000.0
Bowfinger,Comedy,6.4,Frank Oz,Adam Alexi-Malle,66365290.0,Robert Downey Jr.,55000000.0
Detroit Rock City,Comedy,6.9,Adam Rifkin,Lin Shaye,4193025.0,Natasha Lyonne,15000000.0
The General's Daughter,Crime,6.4,Simon West,Timothy Hutton,102678089.0,Daniel von Bargen,95000000.0
The Messenger: The Story of Joan of Arc,Adventure,6.4,Luc Besson,David Bailie,14131298.0,Paul Brooke,390000000.0
Man on the Moon,Biography,7.4,Milos Forman,Gerry Becker,34580635.0,Matt Price,52000000.0
Ravenous,Adventure,7.0,Antonia Bird,Jeffrey Jones,2060953.0,Jeremy Davies,12000000.0
Entrapment,Action,6.3,Jon Amiel,Kevin McNally,87704396.0,Will Patton,66000000.0
Stir of Echoes,Horror,7.0,David Koepp,Kathryn Erbe,21133087.0,Illeana Douglas,12000000.0
Bicentennial Man,Comedy,6.9,Chris Columbus,Oliver Platt,58220776.0,Robin Williams,100000000.0
Runaway Bride,Comedy,5.6,Garry Marshall,Christopher Meloni,152149590.0,Julia Roberts,70000000.0
The Thirteenth Floor,Mystery,7.1,Josef Rusnak,Craig Bierko,15500000.0,Gretchen Mol,16000000.0
Inspector Gadget,Action,4.2,David Kellogg,Rene Auberjonois,97360069.0,Matthew Broderick,75000000.0
Arlington Road,Action,7.2,Mark Pellington,Spencer Treat Clark,24362501.0,Jeff Bridges,21500000.0
The Hurricane,Biography,7.6,Norman Jewison,Vincent Pastore,50668906.0,Denzel Washington,38000000.0
Drive Me Crazy,Comedy,5.8,John Schultz,Mark Webber,17843379.0,Stephen Collins,8000000.0
Blue Streak,Action,6.3,Les Mayfield,Dave Chappelle,68208190.0,Peter Greene,65000000.0
The Limey,Crime,7.0,Steven Soderbergh,Lesley Ann Warren,3193102.0,Peter Fonda,9000000.0
Message in a Bottle,Drama,6.2,Luis Mandoki,John Savage,52799004.0,Robin Wright,55000000.0
Stigmata,Horror,6.2,Rupert Wainwright,Enrico Colantoni,50041732.0,Nia Long,29000000.0
Analyze This,Comedy,6.7,Harold Ramis,Chazz Palminteri,106694016.0,Robert De Niro,30000000.0
Human Traffic,Comedy,7.1,Justin Kerrigan,John Simm,104257.0,Danny Dyer,2200000.0
Brokedown Palace,Drama,6.5,Jonathan Kaplan,Tom Amandes,10114315.0,John Doe,25000000.0
Superstar,Comedy,5.1,Bruce McCulloch,Elaine Hendrix,30628981.0,Will Ferrell,14000000.0
The Best Man,Comedy,6.8,Malcolm D. Lee,Sanaa Lathan,34074895.0,Harold Perrineau,9000000.0
Dick,Comedy,6.2,Andrew Fleming,Will Ferrell,6241697.0,Ryan Reynolds,13000000.0
Angela's Ashes,Biography,7.3,Alan Parker,Devon Murray,13038660.0,Emily Watson,25000000.0
Anna and the King,Drama,6.7,Andy Tennant,Geoffrey Palmer,39251128.0,Bai Ling,75000000.0
The End of the Affair,Drama,7.1,Neil Jordan,Ian Hart,10660147.0,Stephen Rea,23000000.0
"Mystery, Alaska",Comedy,6.7,Jay Roach,Mary McCormack,8888143.0,Scott Grimes,28000000.0
Baby Geniuses,Comedy,2.7,Bob Clark,Dom DeLuise,27141959.0,Kathleen Turner,18000000.0
My Favorite Martian,Comedy,5.1,Donald Petrie,Ray Walston,36830057.0,Steven Anthony Lawrence,65000000.0
Anywhere But Here,Comedy,6.2,Wayne Wang,Eva Amurri Martino,18653615.0,Natalie Portman,23000000.0
Ride with the Devil,Drama,6.7,Ang Lee,Jeffrey Dover,630779.0,Jeremy W. Auman,35000000.0
200 Cigarettes,Comedy,6.0,Risa Bramon Garcia,Dave Chappelle,6851636.0,Janeane Garofalo,6000000.0
Edtv,Comedy,6.1,Ron Howard,Adam Goldberg,22362500.0,Matthew McConaughey,55000000.0
Sunshine,Drama,7.5,István Szabó,Benedict Wong,3675072.0,Chris Evans,26000000.0
Sunshine,Sci-Fi,7.2,Danny Boyle,Benedict Wong,3675072.0,Chris Evans,26000000.0
Random Hearts,Drama,5.2,Sydney Pollack,Kristin Scott Thomas,31054924.0,Harrison Ford,64000000.0
Mickey Blue Eyes,Comedy,5.9,Kelly Makin,Burt Young,33864342.0,Jeanne Tripplehorn,40000000.0
Fantasia 2000,Animation,7.2,Directors,Penn Jillette,60507228.0,Quincy Jones,80000000.0
The Rage: Carrie 2,Horror,4.7,Katt Shea,Rachel Blanchard,17757087.0,Jason London,21000000.0
The Astronaut's Wife,Drama,5.4,Rand Ravich,Charlize Theron,10654581.0,Johnny Depp,34000000.0
Muppets from Space,Adventure,6.3,Tim Hill,F. Murray Abraham,16290976.0,Josh Charles,24000000.0
Eye of the Beholder,Drama,5.0,Stephan Elliott,Patrick Bergin,16459004.0,Jason Priestley,15000000.0
The Wood,Comedy,7.0,Rick Famuyiwa,Tamala Jones,25047631.0,Omar Epps,6000000.0
Flawless,Comedy,6.5,Joel Schumacher,Philip Seymour Hoffman,4485485.0,Robert De Niro,15000000.0
Love Stinks,Comedy,5.8,Jeff Franklin,Tyra Banks,2800000.0,Ivana Milicevic,4000000.0
Pushing Tin,Comedy,6.0,Mike Newell,Kurt Fuller,8406264.0,Angelina Jolie Pitt,38000000.0
The Adventures of Elmo in Grouchland,Adventure,5.8,Gary Halvorson,Kevin Clash,11634458.0,Vanessa Williams,17000000.0
In Dreams,Drama,5.5,Neil Jordan,Aidan Quinn,11900000.0,Robert Downey Jr.,30000000.0
Topsy-Turvy,Biography,7.4,Mike Leigh,Dexter Fletcher,6201757.0,Jim Broadbent,10000000.0
Instinct,Drama,6.6,Jon Turteltaub,Maura Tierney,34098563.0,Anthony Hopkins,55000000.0
Dudley Do-Right,Comedy,3.9,Hugh Wilson,Alex Rocco,9694105.0,Brendan Fraser,22000000.0
The Deep End of the Ocean,Drama,6.4,Ulu Grosbard,Treat Williams,13376506.0,Alexa PenaVega,40000000.0
Outside Providence,Comedy,6.4,Michael Corrente,George Wendt,7292175.0,Jonathan Brandis,7000000.0
Simply Irresistible,Comedy,5.3,Mark Tarlov,Dylan Baker,4394936.0,Sarah Michelle Gellar,6000000.0
The Story of Us,Comedy,6.0,Rob Reiner,Tim Matheson,27067160.0,Bruce Willis,50000000.0
East Is East,Comedy,6.9,Damien O'Donnell,Jimi Mistry,4170647.0,Archie Panjabi,1900000.0
Bats,Horror,3.9,Louis Morneau,Bob Gunton,10149779.0,Leon,6500000.0
At First Sight,Drama,6.0,Irwin Winkler,Nathan Lane,22326247.0,Mira Sorvino,60000000.0
An Ideal Husband,Comedy,6.8,Oliver Parker,Rupert Everett,18535191.0,Minnie Driver,14000000.0
Tea with Mussolini,Comedy,6.9,Franco Zeffirelli,Joan Plowright,14348123.0,Lily Tomlin,12000000.0
Three to Tango,Comedy,6.1,Damon Santostefano,Oliver Platt,10544143.0,Matthew Perry,20000000.0
Mumford,Comedy,6.8,Lawrence Kasdan,Alfre Woodard,4554569.0,Zooey Deschanel,28000000.0
Wing Commander,Action,4.3,Chris Roberts,David Suchet,11576087.0,Saffron Burrows,30000000.0
The Corruptor,Action,6.1,James Foley,Paul Ben-Victor,15156200.0,Byron Mann,30000000.0
Snow Falling on Cedars,Drama,6.8,Scott Hicks,Reeve Carney,14378353.0,Rick Yune,36000000.0
In Too Deep,Crime,6.3,Michael Rymer,Omar Epps,14003141.0,LL Cool J,7000000.0
Crazy in Alabama,Comedy,6.2,Antonio Banderas,Elizabeth Perkins,1954202.0,Meat Loaf,15000000.0
Play It to the Bone,Comedy,5.5,Ron Shelton,Robert Wagner,8427204.0,Willie Garson,24000000.0
Jakob the Liar,Drama,6.5,Peter Kassovitz,Mark Margolis,4956401.0,Robin Williams,15000000.0
Cradle Will Rock,Drama,6.8,Tim Robbins,Vanessa Redgrave,2899970.0,Bill Murray,32000000.0
Breakfast of Champions,Comedy,4.6,Alan Rudolph,Albert Finney,175370.0,Bruce Willis,12000000.0
The Loss of Sexual Innocence,Drama,5.4,Mike Figgis,Saffron Burrows,399793.0,Kelly Macdonald,4000000.0
Aimee & Jaguar,Biography,7.2,Max Färberböck,Johanna Wokalek,927107.0,Heike Makatsch,15000000.0
The Out-of-Towners,Comedy,5.5,Sam Weisman,Valerie Perri,28535768.0,Oliver Hudson,40000000.0
Jesus' Son,Drama,6.9,Alison Maclean,Samantha Morton,1282084.0,Billy Crudup,2500000.0
"Happy, Texas",Comedy,6.3,Mark Illsley,Illeana Douglas,1943649.0,Ally Walker,1700000.0
Almost Famous,Adventure,7.9,Cameron Crowe,Zooey Deschanel,32522352.0,Philip Seymour Hoffman,60000000.0
American Psycho,Comedy,7.6,Mary Harron,Justin Theroux,15047419.0,Christian Bale,7000000.0
Snatch,Comedy,8.3,Guy Ritchie,Brad Pitt,30093107.0,Jason Statham,6000000.0
Requiem for a Dream,Drama,8.3,Darren Aronofsky,Mark Margolis,3609278.0,Ellen Burstyn,4500000.0
Memento,Mystery,8.4,Christopher Nolan,Thomas Lennon,25530884.0,Callum Rennie,9000000.0
Cast Away,Adventure,7.8,Robert Zemeckis,Paul Sanchez,233630478.0,Tom Hanks,90000000.0
The Perfect Storm,Action,6.4,Wolfgang Petersen,Mary Elizabeth Mastrantonio,182618434.0,Karen Allen,140000000.0
Coyote Ugly,Comedy,5.7,David McNally,Tyra Banks,60786269.0,Adam Garcia,45000000.0
X-Men,Action,7.4,Bryan Singer,Tyler Mane,157299717.0,Hugh Jackman,75000000.0
Space Cowboys,Action,6.4,Clint Eastwood,Courtney B. Vance,90454043.0,Clint Eastwood,65000000.0
The Patriot,Action,7.2,Roland Emmerich,Adam Baldwin,113330342.0,Heath Ledger,110000000.0
Erin Brockovich,Biography,7.4,Steven Soderbergh,Albert Finney,125548685.0,Julia Roberts,52000000.0
Unbreakable,Drama,7.3,M. Night Shyamalan,Bruce Willis,94999143.0,Robin Wright,75000000.0
Charlie's Angels,Action,5.6,McG,LL Cool J,125305545.0,Bill Murray,92000000.0
Road Trip,Comedy,6.4,Todd Phillips,Rachel Blanchard,68525609.0,Ethan Suplee,15600000.0
The Beach,Adventure,6.7,Danny Boyle,Virginie Ledoyen,39778599.0,Leonardo DiCaprio,50000000.0
Remember the Titans,Biography,7.8,Boaz Yakin,Denzel Washington,115648585.0,Ryan Gosling,30000000.0
Mission: Impossible II,Action,6.1,John Woo,Dougray Scott,215397307.0,Tom Cruise,125000000.0
"O Brother, Where Art Thou?",Adventure,7.7,Joel Coen,Tim Blake Nelson,45506619.0,Holly Hunter,26000000.0
The 6th Day,Action,5.9,Roger Spottiswoode,Michael Rapaport,34543701.0,Robert Duvall,82000000.0
Chicken Run,Animation,7.0,Peter Lord,Miranda Richardson,106793915.0,Imelda Staunton,45000000.0
The Cell,Crime,6.4,Tarsem Singh,Jake Weber,61280963.0,Dylan Baker,33000000.0
Final Destination,Horror,6.7,James Wong,Brendan Fehr,53302314.0,Daniel Roebuck,23000000.0
Traffic,Crime,7.6,Steven Soderbergh,Jacob Vargas,124107476.0,Michael O'Neill,48000000.0
What Lies Beneath,Drama,6.6,Robert Zemeckis,Amber Valletta,155370362.0,Harrison Ford,100000000.0
The Emperor's New Groove,Animation,7.4,Mark Dindal,Wendie Malick,89296573.0,Eartha Kitt,100000000.0
"Crouching Tiger, Hidden Dragon",Action,7.8,Ang Lee,Pei-Pei Cheng,128067808.0,Chen Chang,15000000.0
"Dude, Where's My Car?",Comedy,5.5,Danny Leiner,Mary Lynn Rajskub,46729374.0,Jennifer Garner,13000000.0
Meet the Parents,Comedy,7.0,Jay Roach,Blythe Danner,166225040.0,Robert De Niro,55000000.0
Pitch Black,Action,7.1,David Twohy,Radha Mitchell,39235088.0,Vin Diesel,23000000.0
Hollow Man,Action,5.8,Paul Verhoeven,Kim Dickens,73209340.0,Greg Grunberg,95000000.0
Miss Congeniality,Action,6.3,Donald Petrie,Wendy Raquel Robinson,106807667.0,Candice Bergen,45000000.0
High Fidelity,Comedy,7.5,Stephen Frears,Lili Taylor,27277055.0,Drake Bell,20000000.0
Battlefield Earth,Action,2.5,Roger Christian,Michael Byrne,21471685.0,Richard Tyson,44000000.0
Scream 3,Horror,5.6,Wes Craven,Roger Jackson,89138076.0,Kelly Rutherford,40000000.0
Best in Show,Comedy,7.5,Christopher Guest,Catherine O'Hara,18621249.0,John Michael Higgins,6000000.0
The Whole Nine Yards,Comedy,6.7,Jonathan Lynn,Matthew Perry,57262492.0,Bruce Willis,24000000.0
Billy Elliot,Drama,7.7,Stephen Daldry,Gary Lewis,21994911.0,Julie Walters,5000000.0
Amores Perros,Drama,8.1,Alejandro G. Iñárritu,Jorge Salinas,5383834.0,Adriana Barraza,2000000.0
"Me, Myself & Irene",Comedy,6.6,Bobby Farrelly,Tony Cox,90567722.0,Robert Forster,51000000.0
U-571,Action,6.6,Jonathan Mostow,Thomas Kretschmann,77086030.0,Matthew McConaughey,62000000.0
Bedazzled,Comedy,6.0,Harold Ramis,Frances O'Connor,37879996.0,Brendan Fraser,48000000.0
The Road to El Dorado,Animation,6.9,Bibo Bergeron,Rosie Perez,50802661.0,Frank Welker,95000000.0
Dinosaur,Animation,6.5,Eric Leighton,D.B. Sweeney,137748063.0,Alfre Woodard,127500000.0
How the Grinch Stole Christmas,Comedy,6.2,Ron Howard,T.J. Thyne,260031035.0,Clint Howard,123000000.0
Dancer in the Dark,Crime,8.0,Lars von Trier,Udo Kier,4157491.0,Catherine Deneuve,12800000.0
What Women Want,Comedy,6.4,Nancy Meyers,Lisa Edelstein,182805123.0,Judy Greer,70000000.0
The Gift,Drama,6.7,Sam Raimi,Allison Tolman,43771291.0,Busy Philipps,5000000.0
The Gift,Drama,7.0,Joel Edgerton,Allison Tolman,43771291.0,Busy Philipps,5000000.0
The Family Man,Comedy,6.8,Brett Ratner,Don Cheadle,75764085.0,Nicolas Cage,60000000.0
Mission to Mars,Adventure,5.7,Brian De Palma,Connie Nielsen,60874615.0,Don Cheadle,90000000.0
The Replacements,Comedy,6.6,Howard Deutch,Jon Favreau,44737059.0,Keanu Reeves,50000000.0
Next Friday,Comedy,6.2,Steve Carr,Mike Epps,57176582.0,John Witherspoon,9500000.0
Little Nicky,Comedy,5.3,Steven Brill,Jon Lovitz,39442871.0,Adam Sandler,80000000.0
Boiler Room,Crime,7.0,Ben Younger,Nia Long,16938179.0,Vin Diesel,8000000.0
Frequency,Crime,7.3,Gregory Hoblit,Andre Braugher,44983704.0,Dennis Quaid,31000000.0
Men of Honor,Biography,7.2,George Tillman Jr.,Charlize Theron,48814909.0,Robert De Niro,32000000.0
28 Days,Comedy,6.1,Betty Thomas,Viggo Mortensen,37035515.0,Steve Buscemi,43000000.0
Love & Basketball,Drama,7.2,Gina Prince-Bythewood,Sanaa Lathan,27441122.0,Alfre Woodard,15000000.0
Shanghai Noon,Action,6.6,Tom Dey,Jason Connery,56932305.0,Xander Berkeley,55000000.0
The Little Vampire,Adventure,5.8,Uli Edel,Jim Carter,13555988.0,Richard E. Grant,22000000.0
Quills,Biography,7.3,Philip Kaufman,Stephen Marcus,7060876.0,Kate Winslet,13500000.0
Pay It Forward,Drama,7.2,Mimi Leder,Haley Joel Osment,33508922.0,Kevin Spacey,40000000.0
Vertical Limit,Action,5.9,Martin Campbell,Scott Glenn,68473360.0,Nicholas Lea,75000000.0
The Flintstones in Viva Rock Vegas,Comedy,3.7,Brian Levant,Mark Addy,35231365.0,Taylor Negron,60000000.0
Reindeer Games,Action,5.8,John Frankenheimer,James Frain,23360779.0,Charlize Theron,34000000.0
Dracula 2000,Action,4.9,Patrick Lussier,Danny Masterson,33000377.0,Gerard Butler,28000000.0
102 Dalmatians,Adventure,4.9,Kevin Lima,Eric Idle,66941559.0,Ioan Gruffudd,85000000.0
Red Planet,Action,5.7,Antony Hoffman,Val Kilmer,17473245.0,Bob Neill,70000000.0
Get Carter,Action,5.2,Stephen Kay,Miranda Richardson,14967182.0,Sylvester Stallone,40000000.0
Wonder Boys,Comedy,7.3,Curtis Hanson,Rip Torn,19389454.0,Robert Downey Jr.,55000000.0
Shaft,Action,6.0,John Singleton,Vanessa Williams,70327868.0,Christian Bale,46000000.0
Shaft,Action,6.4,Tim Story,Vanessa Williams,70327868.0,Christian Bale,46000000.0
Finding Forrester,Drama,7.3,Gus Van Sant,Rob Brown,51768623.0,F. Murray Abraham,43000000.0
The Legend of Bagger Vance,Drama,6.7,Robert Redford,Will Smith,30695227.0,Matt Damon,60000000.0
Titan A.E.,Animation,6.6,Don Bluth,Janeane Garofalo,22751979.0,Matt Damon,75000000.0
Snow Day,Adventure,5.1,Chris Koch,Mark Webber,60008303.0,Chris Elliott,13000000.0
The Watcher,Crime,5.3,Joe Charbanic,Joseph Sikora,28927720.0,Keanu Reeves,33000000.0
The Skulls,Action,5.6,Rob Cohen,Leslie Bibb,35007180.0,Paul Walker,15000000.0
Romeo Must Die,Action,6.1,Andrzej Bartkowiak,Delroy Lindo,55973336.0,Jet Li,25000000.0
Big Momma's House,Action,5.2,Raja Gosnell,Cedric the Entertainer,117559438.0,Nia Long,30000000.0
Drowning Mona,Comedy,5.7,Nick Gomez,Jamie Lee Curtis,15427192.0,Will Ferrell,16000000.0
Keeping the Faith,Comedy,6.4,Edward Norton,Milos Forman,37036404.0,Lisa Edelstein,30000000.0
Center Stage,Drama,6.7,Nicholas Hytner,Susan May Pratt,17174870.0,Amanda Schull,18000000.0
Book of Shadows: Blair Witch 2,Adventure,4.0,Joe Berlinger,Erica Leerhsen,26421314.0,Kim Director,15000000.0
Thirteen Days,Drama,7.3,Roger Donaldson,Jon Foster,34566746.0,Bruce Greenwood,80000000.0
You Can Count on Me,Drama,7.5,Kenneth Lonergan,Rory Culkin,9180275.0,Matthew Broderick,1200000.0
The Kid,Comedy,6.1,Jon Turteltaub,Lily Tomlin,69688384.0,Bruce Willis,60000000.0
The Kid,Biography,5.9,Vincent D'Onofrio,Lily Tomlin,69688384.0,Bruce Willis,60000000.0
All the Pretty Horses,Drama,5.8,Billy Bob Thornton,Henry Thomas,15527125.0,Matt Damon,57000000.0
Hanging Up,Comedy,4.9,Diane Keaton,Celia Weston,36037909.0,Adam Arkin,60000000.0
Supernova,Horror,4.9,Walter Hill,Wilson Cruz,14218868.0,Robert Forster,65000000.0
Loser,Comedy,5.3,Amy Heckerling,Robert Miano,15464026.0,Andy Dick,20000000.0
Down to You,Comedy,5.0,Kris Isacsson,Lauren German,20035310.0,Rosario Dawson,9000000.0
The Way of the Gun,Action,6.7,Christopher McQuarrie,Nicky Katt,6047856.0,Kristin Lehman,8500000.0
The Adventures of Rocky & Bullwinkle,Animation,4.2,Des McAnuff,Janeane Garofalo,26000610.0,Robert De Niro,76000000.0
Proof of Life,Action,6.3,Taylor Hackford,Alun Armstrong,32598931.0,Pamela Reed,65000000.0
Bamboozled,Comedy,6.6,Spike Lee,Michael Rapaport,2185266.0,Gillian White,10000000.0
Shadow of the Vampire,Drama,6.9,E. Elias Merhige,Udo Kier,8279017.0,Eddie Izzard,8000000.0
Thomas and the Magic Railroad,Adventure,4.2,Britt Allcroft,Colm Feore,15911333.0,Mara Wilson,19000000.0
Return to Me,Comedy,6.9,Bonnie Hunt,Jim Belushi,32662299.0,Minnie Driver,24000000.0
Boys and Girls,Comedy,5.4,Robert Iscove,Amanda Detmer,20627372.0,Alyson Hannigan,16000000.0
Whatever It Takes,Comedy,5.5,David Raynr,Jodi Lyn O'Keefe,8735529.0,James Franco,15000000.0
Chuck & Buck,Comedy,6.6,Miguel Arteta,Mike White,1050600.0,Lupe Ontiveros,250000.0
Autumn in New York,Drama,5.6,Joan Chen,Sam Trammell,37752931.0,J.K. Simmons,40000000.0
Pollock,Biography,7.0,Ed Harris,Bud Cort,8596914.0,John Heard,6000000.0
The Art of War,Action,5.7,Christian Duguay,Cary-Hiroyuki Tagawa,30199105.0,Michael Biehn,40000000.0
Psycho Beach Party,Comedy,6.2,Robert Lee King,Kathleen Robertson,265107.0,Lauren Ambrose,1500000.0
Highlander: Endgame,Action,4.6,Douglas Aarniokoski,Adrian Paul,12801190.0,Christopher Lambert,15000000.0
The Yards,Crime,6.4,James Gray,Ellen Burstyn,882710.0,Charlize Theron,24000000.0
Urban Legends: Final Cut,Horror,4.3,John Ottman,Joey Lawrence,21468807.0,Loretta Devine,14000000.0
Woman on Top,Comedy,5.3,Fina Torres,John de Lancie,5018450.0,Harold Perrineau,8000000.0
Ready to Rumble,Comedy,5.4,Brian Robbins,Ellen Albertini Dow,12372410.0,Oliver Platt,24000000.0
The Ladies Man,Comedy,5.2,Reginald Hudlin,John Witherspoon,13592872.0,Will Ferrell,11000000.0
The Contender,Drama,6.9,Rod Lurie,Gary Oldman,17804273.0,Jeff Bridges,20000000.0
Nine Queens,Crime,7.9,Fabián Bielinsky,Gastón Pauls,1221261.0,Ricardo Darín,1500000.0
The Broken Hearts Club: A Romantic Comedy,Comedy,7.0,Greg Berlanti,Nia Long,1744858.0,Justin Theroux,1000000.0
Beautiful Creatures,Comedy,5.8,Bill Eagles,Zoey Deutch,19445217.0,Alden Ehrenreich,60000000.0
Beautiful Creatures,Drama,6.1,Richard LaGravenese,Zoey Deutch,19445217.0,Alden Ehrenreich,60000000.0
Gossip,Drama,5.9,Davis Guggenheim,Sharon Lawrence,5108820.0,Norman Reedus,24000000.0
My Dog Skip,Comedy,7.0,Jay Russell,Frankie Muniz,34099640.0,Clint Howard,5000000.0
Duets,Comedy,6.1,Bruce Paltrow,Marian Seldes,4734235.0,Lochlyn Munro,15000000.0
Lucky Numbers,Comedy,5.0,Nora Ephron,Michael Moore,10014234.0,Michael Rapaport,65000000.0
Bless the Child,Crime,5.1,Chuck Russell,Jimmy Smits,29374178.0,Rufus Sewell,40000000.0
Small Time Crooks,Comedy,6.7,Woody Allen,Jon Lovitz,17071230.0,Woody Allen,18000000.0
Brother,Crime,7.1,Takeshi Kitano,Tatyana Ali,447750.0,Omar Epps,10000000.0
Nurse Betty,Comedy,6.2,Neil LaBute,Pruitt Taylor Vince,25167270.0,Morgan Freeman,24000000.0
The House of Mirth,Romance,7.0,Terence Davies,Anthony LaPaglia,3041803.0,Eric Stoltz,10000000.0
Here on Earth,Drama,5.2,Mark Piznarski,Chris Klein,10494147.0,Bruce Greenwood,15000000.0
The Tigger Movie,Animation,6.4,Jun Falkenstein,John Fiedler,45542421.0,Kath Soucie,30000000.0
What Planet Are You From?,Comedy,5.6,Mike Nichols,Linda Fiorentino,6291602.0,Judy Greer,50000000.0
The Specials,Action,5.8,Craig Mazin,James Gunn,12996.0,Judy Greer,1000000.0
Lost Souls,Drama,4.8,Janusz Kaminski,Bob Clendenin,16779636.0,Philip Baker Hall,28000000.0
Digimon: The Movie,Animation,6.1,Directors,Colleen O'Shaughnessey,9628751.0,Lara Jill Miller,5000000.0
The Next Best Thing,Comedy,4.7,John Schlesinger,Rupert Everett,14983572.0,Mark Valley,25000000.0
Gun Shy,Comedy,5.7,Eric Blakeney,Oliver Platt,1631839.0,Liam Neeson,10000000.0
Harry Potter and the Sorcerer's Stone,Adventure,7.6,Chris Columbus,Fiona Shaw,317557891.0,Daniel Radcliffe,125000000.0
The Fast and the Furious,Action,6.8,Rob Cohen,Vin Diesel,144512310.0,Paul Walker,38000000.0
The Lord of the Rings: The Fellowship of the Ring,Action,8.8,Peter Jackson,Orlando Bloom,313837577.0,Christopher Lee,93000000.0
Legally Blonde,Comedy,6.3,Robert Luketic,Raquel Welch,95001351.0,Linda Cardellini,18000000.0
